Headline,Body ID,Stance,Class
WFB’s Bill Gertz: Obama Administration ‘Trying to Play Down’ Missing Libyan Airliners,1515,agree,1
Indian 'Rapist' Castrated By Angry Mob Who Hack Off Gentials With Meat Cleaver (GRAPHIC PICTURES),1981,agree,1
Tropical spider burrowed under man's skin through appendix scar and lived there for THREE DAYS,1104,agree,1
James Foley remembered as 'brave and tireless' journalist,782,agree,1
Macaulay Culkin Victim of Another Online Death Hoax,2502,agree,1
“Axl Rose dead 2014” : Guns N' Roses frontman killed by internet death hoax,2166,agree,1
Angry mob hacks off alleged rapist's genitals with meat cleaver after dragging him into butchers,1959,agree,1
KC Man Does Not Have Ebola,2104,agree,1
Mexico Says Students Not Among Dead in Mass Grave,1427,agree,1
Do all dogs go to heaven? Pope tells grieving boy: 'Paradise is open to all of God’s creatures',2297,agree,1
Boko Haram Denies Nigeria Cease-Fire Claim,1821,agree,1
Robert Plant ripped up $800M Led Zeppelin reunion contract,1978,agree,1
ISIL Beheads American Photojournalist in Iraq,1580,agree,1
"Catholic Priest Dead For 48 Minutes, Is Miraculously Revived – His Revelations About God Are Even More Shocking",244,agree,1
Small Meteorite Strikes in Nicaragua's Capital City of Managua,1731,agree,1
Wayward sister ‘nun the wiser’ about baby,2492,agree,1
Missing jetliners raise fear of new 9/11-style attacks after Libyan airport falls to Islamic militants,653,agree,1
WHO says reports of suspected Ebola cases in Iraq are untrue,2138,agree,1
Mexican students not among bodies found in mass graves,1427,agree,1
Now THAT'S a Royal trip! Alan Titchmarsh finds psychedelic mushroom in the Queen's garden at Buckingham Palace,1258,agree,1
Texas plumber's truck on front line of Syria war,2015,agree,1
Pentagon: Airstrike killed terror leader in Somalia,1423,agree,1
"Hundreds of dog-lovers from around the world offer home to pet abandoned at the railway station with a suitcase containing his pillow, toy, bowl and favourite food",1544,agree,1
North Korea dictator Kim Jong-un undergoes surgery after breaking both ankles on military tour,1095,agree,1
New Audio Shows Michael Brown Was Shot at 11 Times,2345,agree,1
Somali terrorist leader dead after US airstrike,2374,agree,1
Macaulay Culkin Dead: Actor Once Again Victim Of Death Hoax,1559,agree,1
Seven girls fall pregnant after five day school trip in Bosnia and Herzegovina,2248,agree,1
Weather Channel’s Mike Seidel was not caught with his pants down,1046,agree,1
Macaulay Culkin Dead? Another Death Hoax Circulates On Facebook,1174,agree,1
ISIS fighters seize weapons airdrop meant for Kurds,1363,agree,1
Watch: US Marine saved by helmet after being shot by Taliban sniper,1734,agree,1
Tropical spider burrows under man's skin through scar,1883,agree,1
"Tour, agent: Tiger Woods not banned",757,agree,1
Meteorite leaves crater in Nicaraguan capital Managua,1913,agree,1
Mexico Says Missing Students Not Found In First Mass Graves,1156,agree,1
Spider burrowed through tourist's stomach and up into his chest,1923,disagree,0
Pope Francis turns out not to have made pets in heaven comment,1905,disagree,0
"No, it's not Tiger Woods selling an island in Lake Mälaren",965,disagree,0
ADVISORY-Islamist rebel leader killed in U.S. strike - Somali government,313,disagree,0
Weather Reporter Caught Writing His Name In The Snow Was NOT Ready To Go On Camera (UPDATED),975,disagree,0
Comcast blocks Tor,1403,disagree,0
Lebanon detains wife and son of Al-Baghdadi,2337,disagree,0
Spider Burrows Into Australian Man's Appendix Scar (VIDEO),1321,disagree,0
DHS Rebuffs Congressman’s Claim ISIS Infiltrating Southern Border,2367,disagree,0
Boko Haram ceasefire ignored as violence flares in Borno state,2139,disagree,0
Batman Set To Play Steve Jobs In Upcoming Biopic,1846,disagree,0
Bali spider burrows under Aussie’s chest,986,disagree,0
Boko Haram 'ceasefire' doubts after attacks reported in Nigeria,1540,disagree,0
"No, a spider (probably) didn't crawl through a man's body for several days",1860,disagree,0
North Korean leader Kim Jong-un to open restaurant in Scotland,2225,disagree,0
That Was Fast: Christian Bale Bails on Steve Jobs Biopic,458,disagree,0
Michelle Obama’s face blurred by Saudi state television,1742,disagree,0
Sugarhill Gang rapper Big Bank Hank dies aged 57,1637,disagree,0
Bali spider burrows under Aussie’s chest,1797,disagree,0
Wife and child of Islamic State leader Baghdadi held in Lebanon,1263,disagree,0
Israeli Canadian fighting ISIS posts on Facebook: I'm safe and secure,1862,disagree,0
Nasa questions whether crater in Nicaragua caused by meteorite,961,disagree,0
NASA: Viral news on days of darkness in December is hoax,403,disagree,0
Teen Makes $72 Million on the Stock Market,2052,disagree,0
"Comcast Is Threatening To Cut Off Customers Who Use Tor, The Web Browser For Criminals",2177,disagree,0
"Batmobile Stolen From ""Batman v Superman: Dawn of Justice"" Set, Zack Snyder Knows Who Did It",1242,disagree,0
Small Meteorite Strikes in Nicaragua's Capital City of Managua,1594,disagree,0
"BREAKING: ""Brat Pack"" Judd Nelson Found Dead in Los Angeles Condo",2278,disagree,0
Small Meteorite Hits Managua,2475,disagree,0
"Op-Ed: Hoax – Priest who never existed claims he died, saw female God",2240,disagree,0
Who Should Play Steve Jobs Now That Christian Bale Quit?,1019,disagree,0
Hundreds of Palestinians flee as Israel opens dams into Gaza Valley,1965,disagree,0
Wife Of ISIS Leader Abu Bakr al-Baghdadi Detained In Lebanon,1263,disagree,0
ESPN to save NFL's image with all-male domestic abuse discussion,283,disagree,0
"No, Robert Plant Didn’t Rip Up an $800 Million Contract",1978,disagree,0
Weather Reporter Caught Writing His Name In The Snow Was NOT Ready To Go On Camera (UPDATED),83,disagree,0
More than 200 kidnapped Nigerian girls to be released after deal reached with Boko Haram,2272,disagree,0
Tropical spider burrowed under Bali tourist's skin,1880,disagree,0
Expert casts doubt on Bunbury man Dylan Thomas’s burrowing stomach-spider story,1638,disagree,0
"Boko Haram agrees to ceasefire, release of school girls",2139,disagree,0
Newly-Found Document Holds Eyewitness Account of Jesus Performing Miracle,1775,disagree,0
Man discovers spider living under his skin during Bali vacation,1880,disagree,0
What One Homeless Man Does with $100 Will Astonish You (VIDEO),1971,disagree,0
More than 200 kidnapped Nigerian girls to be released after deal reached with Boko Haram,1885,disagree,0
"Rare meteorite impact causes blast in Nicaragua's capital, Managua",2475,disagree,0
God is a woman- Priest who died for 48 minutes claims,1303,disagree,0
Christian Bale to play Steve Jobs in upcoming biopic,2211,disagree,0
Did Josh Paler Lin Stage His Viral Video About Helping the Homeless?,1925,disagree,0
Graffiti Artist Banksy Arrested In London; Identity Revealed,1301,disagree,0
Bali spider burrows under Aussie’s chest,1880,disagree,0
Video messaging service verifies timing of CNN audio recording,1564,disagree,0
Oscar winner Christian Bale to play Steve Jobs in upcoming biopic,1841,disagree,0
Graffiti Artist Banksy Arrested In London; Identity Revealed,1739,disagree,0
"See How This Homeless Man Spends A Hundred Dollars, And Keep A Tissue Handy [Video]",794,disagree,0
"Batmobile Stolen From ""Batman v Superman: Dawn of Justice"" Set, Zack Snyder Knows Who Did It",917,disagree,0
KFC Gets Occupational Business License To Sell Marijuana In Colorado Restaurants KFC Gets Occupational Business License To Sell Marijuana In Colorado Restaurants,1814,disagree,0
Meteorite leaves crater in Nicaraguan capital Managua,1573,disagree,0
Priest who died for 48 minutes says he met God and she’s a woman,1549,disagree,0
Priest' claim of seeing God as a woman dismissed as hoax,2515,disagree,0
Pentagon Denies It Killed ISIS Chief As Airstrikes Hit Top Extremists,1473,disagree,0
Tropical spider burrowed under man's skin through appendix scar and lived there for THREE DAYS,1923,disagree,0
Expert casts doubt on Bunbury man Dylan Thomas’s burrowing stomach-spider story,1502,disagree,0
Christian Bale Is Steve Jobs,1299,disagree,0
Meteorite strike in Nicaragua puzzles experts,1213,disagree,0
If Only A Bird Really Did Poop on Putin,2174,disagree,0
Pope says dogs can go to heaven: ‘Paradise is open to all of God’s creatures’,1832,disagree,0
"No, a spider (probably) didn't crawl through a man's body for several days",1478,disagree,0
More than 200 kidnapped Nigerian girls to be released after deal reached with Boko Haram,1630,disagree,0
"""Categorically False"": DHS Debunks Right-Wing Fiction That ISIS Attempted To Cross The U.S.- Mexico Border",2367,disagree,0
NYC High School Student Nicknamed ‘Teen Wolf’ Made $72 Million On Stock Market,2407,disagree,0
"Eyewitness: Viral Video That Netted $130K in Donations ""is Bullshit""",1925,disagree,0
Tips for Chinese choosing an English name,674,disagree,0
Robert Plant Literally Ripped Up An $800 Million Contract To Reunite Led Zeppelin,1492,disagree,0
Christian Bale to play Steve Jobs in upcoming biopic,1299,disagree,0
The famous “Dog whisperer” Cesar Millan died of a heart attack this morning.,979,disagree,0
Catholic Priest Claims God Is Female After Clinically Dead Experience,2445,disagree,0
Homeless man receives $100... then shocks everyone with how he spends it,1130,disagree,0
"Hoax Alert: Father O’Neal, Who Has Met God and Thinks She’s a Woman, Is Made Up (Just Like God Herself)",2515,disagree,0
‘Photo of slain IS leader’ reported to be doctored,1473,disagree,0
Graffiti Artist Banksy Arrested In London; Identity Revealed,2362,disagree,0
"Tropical spider burrows under man's skin, lives there for three days",1797,disagree,0
"Meteorite makes big crater in Nicaragua, government says",767,disagree,0
This Woman Is Wrongly Being Called A Sexual Predator After Her Private Sex Tape Was Used For A Hoax,1496,disagree,0
A Bunch Of Folks Are Passing Around This Hoax Video Of A Bird Pooping On Vladimir Putin,2174,disagree,0
"Batmobile Stolen From ""Batman v Superman: Dawn of Justice"" Set, Zack Snyder Knows Who Did It",239,disagree,0
This Kid Made $72 Million During Lunch,2052,disagree,0
Eyewitness Says Viral Video of Homeless Man Was Staged,1996,disagree,0
Hundreds of Palestinians flee floods in Gaza as Israel opens dams,1965,disagree,0
Rumor debunked: RoboCop-style robots are not patrolling Microsoft's campus,2432,disagree,0
"Paradise is open to all, even dogs, Pope tells boy",2370,disagree,0
Country Music Legend Willie Nelson Dies at Age 81,2186,disagree,0
Christian Bale Is Steve Jobs,2211,disagree,0
ESPN's Domestic Violence Panel Is Missing Something Important,2181,disagree,0
Michelle Obama’s face blurred by Saudi state television,1742,disagree,0
Dylan Thomas Finds Tropical Spider Burrowed Under Skin,1923,disagree,0
"Tropical spider burrows under man's skin, lives there for three days",986,disagree,0
"Explosion reported near the Nicaraguan capital attributed to meteorite impact, but experts, including NASA, cast doubt on claims",1731,disagree,0
Paul Rudd Helped Tackle A Violent Homophobe So That’s Another Reason To Love Him [UPDATE],1735,disagree,0
I aborted my baby because it was a boy,2014,disagree,0
Tips for Chinese choosing an English name,2260,disagree,0
Microsoft turns to robotic security guards to watch for trouble,633,disagree,0
Doubts cast over Nicaragua meteorite claim,1913,disagree,0
Christian Bale set to play Steve Jobs in forthcoming biopic of Apple co-founder,2211,disagree,0
Is the Alleged Audio of the Gunshots That Killed Michael Brown a Hoax?,1818,disagree,0
Pants on Fire: Duncan Hunter makes unconfirmed claim Border Patrol caught at least 10 ISIS fighters,1931,disagree,0
Parents are furious after seven girls aged 13-14 fall pregnant on a school trip,2125,disagree,0
Did Josh Paler Lin Stage His Viral Video About Helping the Homeless?,2305,disagree,0
That Boko Haram Ceasefire in Nigeria Isn’t A Ceasefire,955,disagree,0
Female teacher facing sack after making SEX TAPE with teenager,2447,disagree,0
"Tropical spider burrows under man's skin, lives there for three days",1531,disagree,0
ESPN’s Domestic Abuse Tonight Panel Will Be 100% Dudes,2181,disagree,0
Fake-News: 'McDonald's Will Stop Serving Overweight Customers',1848,disagree,0
"Meteorite makes big crater in Nicaragua, government says",1056,disagree,0
"Dead for 48 minutes, Catholic Priest claims God is female",2445,disagree,0
NBC weatherman caught urinating in the woods live on air,686,disagree,0
Small Meteorite Strikes in Nicaragua's Capital City of Managua,601,disagree,0
"Oh Hey, Paul Rudd Was One Of The Dallas Airport Homophobe Heroes, No Big",1735,disagree,0
Expert casts doubt on Bunbury man Dylan Thomas’s burrowing stomach-spider story,1104,disagree,0
Eyewitness Says Viral Video of Homeless Man Was Staged,738,disagree,0
If Only A Bird Really Did Poop on Putin,1087,disagree,0
"Mexico hit by student massacre: At least 17 anti-corruption protesters 'rounded up, murdered and dumped in a mass grave' - and another 26 are missing",1109,disagree,0
NASA Confirms Earth Will Experience 6 Days of Total Darkness in December 2014!,2521,disagree,0
Texas Town Quarantined After Family Of Five Test Positive For The Ebola Virus,968,disagree,0
"Catholic Priest Dead For 48 Minutes, Is Miraculously Revived – His Revelations About God Are Even More Shocking",1549,disagree,0
"Mexico hit by student massacre: At least 17 anti-corruption protesters 'rounded up, murdered and dumped in a mass grave' - and another 26 are missing",1795,disagree,0
Meteor Leaves 40-Foot Crater Near Managua's Airport,1213,disagree,0
Man discovers spider living under his skin during Bali vacation,1797,disagree,0
Vladimir Putin Bird Poop Video is Fake,2174,disagree,0
DNA tests prove Lebanon IS holding ISIS chief al-Baghdadi's ex-wife and daughter after they were caught with fake passports,1263,disagree,0
"Spider burrowed into appendix scar, crawled through WA man's body",1923,disagree,0
Vandal paints penis on £1.5million Bugatti Veyron,1453,disagree,0
Bunbury local discovered a spider had burrowed under his skin on Bali holiday,986,disagree,0
"Israel opens dams, floods Gaza",1965,disagree,0
Christian Bale set to play Steve Jobs in forthcoming biopic of Apple co-founder,1299,disagree,0
"Catholic Priest Dies for 48 Minutes, Comes Back to Life and Claims God Is Female",1227,disagree,0
Israel denies causing Gaza floods by opening dams,1803,disagree,0
Christian Bale Won't Play Steve Jobs After All,1019,disagree,0
Wife and son of Isil leader Abu Bakr al-Baghdadi 'detained at Lebanon border',1263,disagree,0
Media Fooled Again? Story Claims 7 of 28 Girls On School Trip Came Home Pregnant,2504,disagree,0
Female teacher facing sack after making SEX TAPE with teenager,482,disagree,0
YPG Confirms: Gill Rosenberg Not Captured in Kobani,1862,disagree,0
DNA test confirms child is IS head Abu Bakr al-Baghdadi's daughter,703,disagree,0
God is a woman- Priest who died for 48 minutes claims,2445,disagree,0
"Dead for 48 minutes, Catholic Priest claims God is female",1521,disagree,0
That Was Fast: Christian Bale Bails on Steve Jobs Biopic,1215,disagree,0
Christian Bale In Talks To Play Steve Jobs In Sony's Next Biopic,1299,disagree,0
Libya: Missing Libya Planes Spark Security Concerns,1372,disagree,0
Islamic State Leader al-Baghdadi “Not Dead”,1473,disagree,0
This Kid Made $72 Million During Lunch,1042,disagree,0
Animal lovers abuzz over pope’s comments that 'paradise is open to all of God’s creatures',1832,disagree,0
DNA test confirms child is IS head Abu Bakr al-Baghdadi's daughter,2337,disagree,0
Teen Makes $72 Million on the Stock Market,1563,disagree,0
Meet the 17-Year-Old Who Made $72 Million During His High-School Lunch Breaks,2407,disagree,0
"BREAKING: ""Brat Pack"" Judd Nelson Found Dead in Los Angeles Condo",2286,disagree,0
A Mass Grave Points to a Student Massacre in Mexico,1984,disagree,0
Was The Video Of That Homeless Man Doing Good Deeds With $100 All An Elaborate Hoax!?,1996,disagree,0
Daash Ebola transferred to Mosul {Google Translate],2138,disagree,0
Christian Bale won't play Steve Jobs,1019,disagree,0
11 aircraft are missing from ‘terrorist-held’ Tripoli airport ahead of 9/11 anniversary,1372,disagree,0
Priest' claim of seeing God as a woman dismissed as hoax,1407,disagree,0
Pope Francis turns out not to have made pets in heaven comment,2297,disagree,0
"11 Tripoli Planes Still Missing, Sparks 9/11 Concerns",1372,disagree,0
[UPDATED] 11 Men and 0 Women on Tonight's ESPN Domestic Violence Panel,2181,disagree,0
Weather Reporter Caught Writing His Name In The Snow Was NOT Ready To Go On Camera (UPDATED),2034,disagree,0
This Is a Truly Horrifying Story About a Spider,2042,disagree,0
Meteor Leaves 40-Foot Crater Near Managua's Airport,601,disagree,0
Singing polar bear facing ASBO after noise complaint,2290,disagree,0
"Managua explosion not a meteorite, NASA suggests",1731,disagree,0
NEWS/ You'll Never Guess How a Homeless Man Spent $100—Watch the Touching Video!,1130,disagree,0
Here's video of a bird pooping on Vladimir Putin in the middle of a speech,1813,disagree,0
"Teen Made $72 Million Trading Stocks, Confirms Teen Dominance Worldwide",1563,disagree,0
God Is A Woman – Resurrected Father Narated,1227,disagree,0
"Tropical spider burrows under man's skin, lives there for three days",1880,disagree,0
God is a woman- Priest who died for 48 minutes claims,1521,disagree,0
Bali spider burrows under Aussie’s chest,1321,disagree,0
That Was Fast: Christian Bale Bails on Steve Jobs Biopic,945,disagree,0
Christian Bale In Talks To Play Steve Jobs In Sony's Next Biopic,2211,disagree,0
Hope Fades for Girls' Release After Boko Haram 'Truce' Breached,955,disagree,0
NBC weatherman caught urinating in the woods live on air,1926,disagree,0
"Catholic priest dies for 48 mins, wakes up claiming God is a woman",2445,disagree,0
"How did Fake Chinese News Site Dupe Washington Post, Atlantic, BBC?",1789,disagree,0
"Elon University has not banned the term ‘freshman,’ despite rumors",655,disagree,0
"Meteorite Strikes Nicaraguan Capital, Creates 16-Foot-Deep Crater",1573,disagree,0
Fake BBC News website set up to carry Charlie Hebdo attack conspiracy theories,1683,disagree,0
Newly Discovered Mass Grave Linked to Missing Mexican Students,1109,disagree,0
Urgent: The Leader of ISIL 'Abu Bakr al-Baghdadi' Killed! / Photo,1254,disagree,0
DNA test confirms child is IS head Abu Bakr al-Baghdadi's daughter,1877,disagree,0
Wife and son of Islamic State leader Abu Bakr al-Baghdadi detained in Lebanon,2337,disagree,0
KANYE WEST BARRED FROM ALL FUTURE AWARDS SHOWS,514,disagree,0
Small Meteorite Hits Managua,1213,disagree,0
Who Should Play Steve Jobs Now That Christian Bale Quit?,945,disagree,0
NASA Raises Doubts About Reports of Nicaraguan Meteorite,961,disagree,0
"McDonald’s to Stop Serving Overweight Customers in January? Nope, ‘1/15/2015′ Story is Fake",2184,disagree,0
ESPN to save NFL's image with all-male domestic abuse discussion,2181,disagree,0
Pope Francis turns out not to have made pets in heaven comment,1371,disagree,0
"No, it's not Tiger Woods selling an island in Lake Mälaren",1888,disagree,0
Tropical spider burrowed under man's skin through appendix scar and lived there for THREE DAYS,1321,disagree,0
Lebanon detains wife and son of Al-Baghdadi,1468,disagree,0
Spider Burrows Into Australian Man's Appendix Scar (VIDEO),1797,disagree,0
"That Story About a Catholic Priest Dying, Seeing God as a Woman, and Coming Back to Life? It’s Almost Definitely Fake",2515,disagree,0
Bugatti Veyron Vandalized With Penis Graffiti? Viral Photo Isn’t What It Seems,2369,disagree,0
Meteorite strike in Nicaragua puzzles experts,1056,disagree,0
Batman Set To Play Steve Jobs In Upcoming Biopic,1226,disagree,0
God Is A Woman – Resurrected Father Narated,1549,disagree,0
Priest who died for 48 minutes says he met God and she’s a woman,1227,disagree,0
Rumor Robert Plant Ripped Up $800 Million Contract To Reunite Led Zeppelin Called 'Rubbish',1978,disagree,0
"Eyewitness: Viral Video That Netted $130K in Donations ""is Bullshit""",2305,disagree,0
'I aborted my baby because it was a boy': Outrage after 'feminist' blogger claims gender prompted termination,2014,disagree,0
Christian Bale Exits Steve Jobs Movie (Exclusive),1215,disagree,0
What Glenn Beck Fears May Be Done With the 11 Missing Jets,1372,disagree,0
Jeh Johnson shoots down Duncan Hunter's assertion IS is entering U.S. via Mexico,2367,disagree,0
Cheeky vandals paint giant penis on bonnet of £1.5 million Bugatti Veyron sportscar,1148,disagree,0
Audio of gunfire in Michael Brown case authenticated by app company,1564,disagree,0
Sugarhill Gang rapper Big Bank Hank dies aged 57,2351,disagree,0
Homeland Security says terrorists haven't crossed U.S-Mexico border,1931,disagree,0
"Catholic priest dies for 48 mins, wakes up claiming God is a woman",1521,disagree,0
Tropical spider burrowed under man's skin through appendix scar and lived there for THREE DAYS,1057,disagree,0
Do all dogs go to heaven? Pope tells grieving boy: 'Paradise is open to all of God’s creatures',2370,disagree,0
Robert Plant ripped up $800M Led Zeppelin reunion contract,1492,disagree,0
Who Should Play Steve Jobs Now That Christian Bale Quit?,1215,disagree,0
Weather Channel’s Mike Seidel was not caught with his pants down,1319,disagree,0
Wife Of ISIS Leader Abu Bakr al-Baghdadi Detained In Lebanon,2337,disagree,0
Tropical spider burrows under man's skin through scar,1923,disagree,0
Rumor debunked: RoboCop-style robots are not patrolling Microsoft's campus,687,disagree,0
Report: Christian Bale Just Bailed on the Steve Jobs Movie,1215,disagree,0
"No, it's not Tiger Woods selling an island in Lake Mälaren",604,disagree,0
Met police denies reports of Banksy arrest,974,disagree,0
High school student scores $72M playing the stock market,2052,disagree,0
China: Satirical site warns citizens over name choices,1660,disagree,0
Expert casts doubt on Bunbury man Dylan Thomas’s burrowing stomach-spider story,1860,disagree,0
Spider Burrows Into Australian Man's Appendix Scar (VIDEO),1531,disagree,0
Meteorite strike in Nicaragua puzzles experts,767,disagree,0
Bali spider burrows under Aussie’s chest,1057,disagree,0
Aaron Sorkin Confirms Christian Bale Will Play Steve Jobs,1841,disagree,0
Oscar winner Christian Bale to play Steve Jobs in upcoming biopic,454,disagree,0
"Jeh Johnson: Politicians Shouldn't 'Feed The Flames Of Fear' Over ISIS, Ebola",1931,disagree,0
"Rare meteorite impact causes blast in Nicaragua's capital, Managua",1213,disagree,0
Christian Bale Exits Steve Jobs Movie (Exclusive),945,disagree,0
God is a woman- Priest who died for 48 minutes claims,1227,disagree,0
The Chinese Guide to Avoiding a Bad English Name,2260,disagree,0
"Meteorite Strikes Nicaraguan Capital, Creates 16-Foot-Deep Crater",1056,disagree,0
"Sorry, Fido. Pope Francis did NOT say our pets are going to heaven",1905,disagree,0
Chinese State Media Warns People To Stop Calling Themselves Dumbledore,1137,disagree,0
Homeless man receives $100... then shocks everyone with how he spends it,572,disagree,0
Sugarhill Gang rapper Big Bank Hank dies aged 57,1831,disagree,0
"Meteorite makes big crater in Nicaragua, government says",2475,disagree,0
Bunbury local discovered a spider had burrowed under his skin on Bali holiday,1880,disagree,0
Report: Christian Bale Just Bailed on the Steve Jobs Movie,458,disagree,0
Nasa questions whether crater in Nicaragua caused by meteorite,966,disagree,0
"Batmobile Stolen From ""Batman v Superman: Dawn of Justice"" Set, Zack Snyder Knows Who Did It",1313,disagree,0
Web of confusion as scientists cast doubt on man's claims that a spider burrowed into his stomach through his SCAR,1860,disagree,0
"Op-Ed: Hoax – Priest who never existed claims he died, saw female God",1849,disagree,0
Wife Of ISIS Leader Abu Bakr al-Baghdadi Detained In Lebanon,1877,disagree,0
Priest who died for 48 minutes says he met God and she’s a woman,2445,disagree,0
NET Extra: Back-from-the-dead Catholic priest claims God is a female,1521,disagree,0
Report: Christian Bale Just Bailed on the Steve Jobs Movie,945,disagree,0
Christian Bale set to play Steve Jobs in forthcoming biopic of Apple co-founder,729,disagree,0
"After Giving A Homeless Man $100, This Guy Secretly Filmed Him...",794,disagree,0
Christian Bale Is Steve Jobs,1226,disagree,0
"Boko Haram agrees to ceasefire, release of school girls",2272,disagree,0
Someone painted a graffiti dick on a $2.5 million car,1453,disagree,0
More than 200 kidnapped Nigerian girls to be released after deal reached with Boko Haram,1821,disagree,0
‘Wild Misinformation’: Brian Williams Explains the Mike Seidel Liveshot,1829,disagree,0
NYC High School Student Nicknamed ‘Teen Wolf’ Made $72 Million On Stock Market,1858,disagree,0
Was Alleged Audio of Michael Brown Shooting on CNN a Hoax?,2345,disagree,0
"Boko Haram agrees to ceasefire, release of school girls",1885,disagree,0
North Korean dictator Kim Jong-Un to open restaurant in Scotland,2225,disagree,0
Pants on Fire: Duncan Hunter makes unconfirmed claim Border Patrol caught at least 10 ISIS fighters,2367,disagree,0
YPG Confirms: Gill Rosenberg Not Captured in Kobani,1862,disagree,0
Attorney: New audio reveals pause in gunfire when Michael Brown was shot,2235,disagree,0
This Selfless Homeless Man Receives $100 & Doesn't Spend A Dime On Himself!,2132,disagree,0
"Hoax Alert: Father O’Neal, Who Has Met God and Thinks She’s a Woman, Is Made Up (Just Like God Herself)",1849,disagree,0
Bunbury local discovered a spider had burrowed under his skin on Bali holiday,1797,disagree,0
Oscar winner Christian Bale to play Steve Jobs in upcoming biopic,1299,disagree,0
Graffiti Artist Banksy Arrested In London; Identity Revealed,1884,disagree,0
CNN Expert on Brown Audio: At First I Thought ‘Someone’s Trying to Punk CNN’,2345,disagree,0
Sugarhill Gang rapper Big Bank Hank dies aged 57,2398,disagree,0
Small Meteorite Strikes in Nicaragua's Capital City of Managua,1213,disagree,0
Dylan Thomas Finds Tropical Spider Burrowed Under Skin,1057,disagree,0
"Boko Haram agrees to ceasefire, release of school girls",1027,disagree,0
WATCH: Bird Launches Airstrike on Putin’s Shoulder (UPDATED),1438,disagree,0
Meteorite leaves crater in Nicaraguan capital Managua,1594,disagree,0
Priest who died for 48 minutes says he met God and she’s a woman,1521,disagree,0
7 teen girls get pregnant on school trip Read more at http://www.wnd.com/2014/12/7-teen-girls-get-pregnant-on-school-trip/#F5filOd6yFpASPV9.99,2125,disagree,0
NET Extra: Back-from-the-dead Catholic priest claims God is a female,2445,disagree,0
Video Messaging App Says Audio Recording Of Michael Brown's Shooting Is Authentic,2235,disagree,0
Expert casts doubt on Bunbury man Dylan Thomas’s burrowing stomach-spider story,1478,disagree,0
"New York schoolboy who made $72MILLION trading stocks on his lunch breaks - and now takes his friends out to dine on $400 caviar, drives a BMW and has definitely made his immigrant parents proud",2052,disagree,0
Spider Burrows Into Australian Man's Appendix Scar (VIDEO),1880,disagree,0
Sadly Vladimir Putin Hasn’t Been Driving Round In A Motorcade Shaped Like A Penis,2391,disagree,0
Meteorite leaves crater in Nicaraguan capital Managua,1213,disagree,0
Hope Fades for Girls' Release After Boko Haram 'Truce' Breached,1298,disagree,0
"No, a spider (probably) didn't crawl through a man's body for several days",1502,disagree,0
More than 200 kidnapped Nigerian girls to be released after deal reached with Boko Haram,1588,disagree,0
"Tropical spider burrows under man's skin, lives there for three days",1057,disagree,0
"Boko Haram agrees to ceasefire, release of school girls",1630,disagree,0
Tips for Chinese choosing an English name,1137,disagree,0
Christian Bale to play Steve Jobs in upcoming biopic,1841,disagree,0
Watch moment TV weatherman is caught urinating in the bushes LIVE on camera,2034,disagree,0
The famous “Dog whisperer” Cesar Millan died of a heart attack this morning.,1796,disagree,0
Audio of gunfire in Michael Brown case authenticated by app company,2235,disagree,0
Bunbury local discovered a spider had burrowed under his skin on Bali holiday,1531,disagree,0
"Catholic Priest Dies for 48 Minutes, Comes Back to Life and Claims God Is Female",1549,disagree,0
Oscar winner Christian Bale to play Steve Jobs in upcoming biopic,2211,disagree,0
That Boko Haram Ceasefire in Nigeria Isn’t A Ceasefire,922,disagree,0
Graffiti Artist Banksy Arrested In London; Identity Revealed,2468,disagree,0
"Brian Williams: No, Our Meteorologist Was Not Peeing on Live TV",1319,disagree,0
"Boko Haram agrees to ceasefire, release of school girls",837,disagree,0
WATCH: Bird Launches Airstrike on Putin’s Shoulder (UPDATED),692,disagree,0
Putin’s motorcade looks suspiciously like a massive…,2069,disagree,0
Rumor debunked: RoboCop-style robots are not patrolling Microsoft's campus,2529,disagree,0
Strange mark turns out to be tropical spider burrowing under vacationer's skin,1923,disagree,0
Nasa questions whether crater in Nicaragua caused by meteorite,1913,disagree,0
Was The Video Of That Homeless Man Doing Good Deeds With $100 All An Elaborate Hoax!?,1245,disagree,0
"Mexico hit by student massacre: At least 17 anti-corruption protesters 'rounded up, murdered and dumped in a mass grave' - and another 26 are missing",1984,disagree,0
Nicaragua asks U.S. for help investigating meteorite crater,1594,disagree,0
Meteor Leaves 40-Foot Crater Near Managua's Airport,1594,disagree,0
ESPN's Domestic Violence Panel Is Missing Something Important,2137,disagree,0
Michelle Obama’s face blurred by Saudi state television,1975,disagree,0
Meteorite strike in Nicaragua puzzles experts,2475,disagree,0
Boko Haram ceasefire ignored as violence flares in Borno state,1340,disagree,0
Pope Francis turns out not to have made pets in heaven comment,218,disagree,0
Pope says dogs can go to heaven: ‘Paradise is open to all of God’s creatures’,2370,disagree,0
Hope Fades for Girls' Release After Boko Haram 'Truce' Breached,1540,disagree,0
"No, a spider (probably) didn't crawl through a man's body for several days",1638,disagree,0
More than 200 kidnapped Nigerian girls to be released after deal reached with Boko Haram,1340,disagree,0
WATCH: Bird Launches Airstrike on Putin’s Shoulder (UPDATED),1957,disagree,0
First Human Death Confirmed From Eating GMO [Satire],2098,disagree,0
